"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Vanuatu","PC - Population and Housing Census","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2020",4.124,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","HIES - Household Income and Expenditure Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2019",5.444,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","HIES - Household Income and Expenditure Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2019",4.273,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","HIES - Household Income and Expenditure Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2019",6.835,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","PC - Population Census","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2023",0.643,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","PC - Population Census","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2023",0.482,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","PC - Population Census","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2023",0.818,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2019",3.381,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2019",2.596,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2019",4.457,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","PC - Population Census","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2018",4.534,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","PC - Population Census","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2018",3.253,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","PC - Population Census","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2018",6.115,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2022",5.048,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2022",3.491,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2022",7.767,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2017",9.4,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2017",6.307,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2017",14.511,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2025",4.96,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2025",4.773,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2025",5.238,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2024",4.968,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2024",4.81,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2024",5.202,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2023",4.962,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2023",4.824,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2023",5.168,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2022",5.279,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2022",5.129,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2022",5.504,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2021",6.061,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2021",5.994,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2021",6.163,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2020",6.609,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2020",6.634,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2020",6.57,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2019",5.597,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2019",5.561,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2019",5.651,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2018",5.765,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2018",5.757,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2018",5.777,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2017",5.904,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2017",5.875,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2017",5.948,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2016",5.975,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2016",5.945,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2016",6.021,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2015",6.004,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2015",5.972,,,,
"World","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2015",6.052,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2025",5.193,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2025",5.261,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2025",5.099,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2024",5.311,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2024",5.408,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2024",5.177,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2023",5.169,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2023",5.256,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2023",5.051,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2022",5.074,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2022",5.127,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2022",5,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2021",5.709,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2021",5.728,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2021",5.682,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2020",5.687,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2020",5.713,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2020",5.653,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2019",4.995,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2019",5.01,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2019",4.975,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2018",4.976,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2018",5.024,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2018",4.912,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2017",5.057,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2017",5.127,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2017",4.966,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2016",4.965,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2016",5.022,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2016",4.889,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2015",4.863,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2015",4.905,,,,
"World: Low income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2015",4.81,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2025",4.44,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2025",4.1,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2025",5.084,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2024",4.444,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2024",4.151,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2024",5.003,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2023",4.432,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2023",4.195,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2023",4.89,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2022",4.846,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2022",4.608,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2022",5.318,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2021",6.014,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2021",5.951,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2021",6.142,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2020",6.665,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2020",6.763,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2020",6.459,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2019",5.622,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2019",5.588,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2019",5.693,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2018",6.116,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2018",6.089,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2018",6.171,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2017",6.123,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2017",6.06,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2017",6.255,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2016",6.034,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2016",5.958,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2016",6.195,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2015",6.149,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2015",6.046,,,,
"World: Lower-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2015",6.367,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2025",5.65,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2025",5.612,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2025",5.702,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2024",5.669,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2024",5.643,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2024",5.705,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2023",5.714,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2023",5.685,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2023",5.753,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2022",6.093,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2022",6.062,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2022",6.136,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2021",6.43,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2021",6.386,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2021",6.489,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2020",6.811,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2020",6.887,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2020",6.708,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2019",6.105,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2019",6.101,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2019",6.11,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2018",5.965,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2018",5.979,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2018",5.946,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2017",6.035,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2017",6.051,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2017",6.013,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2016",6.029,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2016",6.082,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2016",5.958,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2015",5.807,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2015",5.866,,,,
"World: Upper-middle income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2015",5.727,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2025",4.432,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2025",4.269,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2025",4.63,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2024",4.374,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2024",4.239,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2024",4.539,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2023",4.314,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2023",4.18,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2023",4.479,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2022",4.472,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2022",4.267,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2022",4.722,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2021",5.524,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2021",5.36,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2021",5.724,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2020",6.435,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2020",6.185,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2020",6.743,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2019",4.737,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2019",4.572,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2019",4.943,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2018",5.064,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2018",4.894,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2018",5.276,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2017",5.566,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2017",5.396,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2017",5.78,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Total","Age (Youth, adults): 15+","2016",6.097,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Male","Age (Youth, adults): 15+","2016",5.936,,,,
"World: High income","ILO - Modelled Estimates","SDG indicator 8.5.2 - Unemployment rate (%)","Female","Age (Youth, adults): 15+","2016",6.299,,,,
